"username","date","retweets","favorites","text","geo","mentions","hashtags","id","permalink","emoji"
"dreamfall6","2019-09-29 16:59","0","1","Trumpers can't read. 😀","","","","1178459434701467648","https://twitter.com/dreamfall6/status/1178459434701467648","😀"
"TheHermitInn","2019-09-29 16:59","0","2","You guys are welcome anytime 😀","","","","1178459428623982592","https://twitter.com/TheHermitInn/status/1178459428623982592","😀"
"bobbi_Reno","2019-09-29 16:59","0","1","Love this!! Thank you for sharing😀","","","","1178459409988628482","https://twitter.com/bobbi_Reno/status/1178459409988628482","😀"
"RobRobnliz","2019-09-29 16:59","0","0","It’s prophesy.... there’s no stopping the coming battle between Islam and Christianity... America has to be infiltrated for this to happen.... we know how it ends though..😀 https://twitter.com/Nick_Clamorgan/status/1178445251566067713 …","","","","1178459386315976704","https://twitter.com/RobRobnliz/status/1178459386315976704","😀"
"sengthac","2019-09-29 16:59","0","0","That is only green now 😀","","","","1178459356020363264","https://twitter.com/sengthac/status/1178459356020363264","😀"
"BenWinegard","2019-09-29 16:59","0","5","This is a thing X used to say, therefore it cannot be valid. That's not addressing any actual argument. Also I'm Ben 😀","","","","1178459251372515328","https://twitter.com/BenWinegard/status/1178459251372515328","😀"
"Coolish_Breeze","2019-09-29 16:59","0","1","I like most of their early-ish stuff.    Thank you for creating a safe space where I could say that. 😀","","","","1178459233634967554","https://twitter.com/Coolish_Breeze/status/1178459233634967554","😀"
"ActorsComedy","2019-09-29 16:59","0","1","Season 31!!! Need we say more? 😀  .  DOH!  @TheSimpsons #thesimpsons @FOXTVhttps://twitter.com/TheSimpsons/status/1178293351113723905 …","","@TheSimpsons @FOXTVhttps","#thesimpsons","1178459198545260545","https://twitter.com/ActorsComedy/status/1178459198545260545","😀"
"77dpl","2019-09-29 16:59","0","0","Or Ohio State fans 😀","","","","1178459194862780417","https://twitter.com/77dpl/status/1178459194862780417","😀"
"mz_ilu","2019-09-29 16:58","0","10","DICK everywhere. A faithful boyfriend who can find.🌚🌚","","","","1178459184154775553","https://twitter.com/mz_ilu/status/1178459184154775553","🌚 😀"
"MickeyWinston4","2019-09-29 16:58","0","2","Do you see it? 😀 @SCPatriotSC @Tiff_FitzHenry @AKA_RealDirty @jcpenni7maga @jennajameson @kbq225pic.twitter.com/kiPu55Rj6U","","@SCPatriotSC @Tiff_FitzHenry @AKA_RealDirty @jcpenni7maga @jennajameson @kbq225pic","","1178459142261862400","https://twitter.com/MickeyWinston4/status/1178459142261862400","😀"
"DanaDeeSaravia","2019-09-29 16:58","0","0","YES!! 😀 Can't wait!! 😀😀 #BobsBurgers #Fave #Best #Love #BeenWaitingForThis #AnimationDominationhttps://twitter.com/JohnRobertsFun/status/1178336813267730432 …","","","#BobsBurgers #Fave #Best #Love #BeenWaitingForThis #AnimationDominationhttps","1178459115804397568","https://twitter.com/DanaDeeSaravia/status/1178459115804397568","😀 ♥️ ♥️"
"LELakeZurich","2019-09-29 16:58","0","0","No explanation needed. 😀 @ Learning Express Toys Lake Zurich serving the Chicago NW Suburbs https://www.instagram.com/p/B3A7AN-AInX/?igshid=5y8jk9307jfm …","","@","","1178459093633310721","https://twitter.com/LELakeZurich/status/1178459093633310721","😀"
"DANY_PARKMIN","2019-09-29 16:58","0","0","I was 23 years old 😀","","","","1178459091909464065","https://twitter.com/DANY_PARKMIN/status/1178459091909464065","😀"
"Brisandoval2","2019-09-29 16:58","0","0","Hello 😀 https://www.instagram.com/p/B2dIzP7l4PsAsvNu2IIH-406D_yNHRl9bMjvFg0/?igshid=12l7j1l1xpi5h …","","","","1178459086410670082","https://twitter.com/Brisandoval2/status/1178459086410670082","😀"
"cakito2","2019-09-29 16:58","3","5","This is beautiful dearest Beth. Thank you so much #ShanáTová 🍎🍎🍎🍎🍎","","","#ShanáTová","1178459026385969159","https://twitter.com/cakito2/status/1178459026385969159","🍎 🍯 🙏 😀 🍾"
"Latashio","2019-09-29 16:58","0","1","Tim: 😀    Chef: we working hard today","","","","1178458978285768705","https://twitter.com/Latashio/status/1178458978285768705","😀"
"unknownmom88","2019-09-29 16:58","0","5","Wow, @rexthetvterrier has a throne like the one in a popular show that used to be on TV!  😀 #GameOfThroneshttps://twitter.com/rexthetvterrier/status/1178355177058906112 …","","@rexthetvterrier","#GameOfThroneshttps","1178458975974625280","https://twitter.com/unknownmom88/status/1178458975974625280","😀"
"RickyBahia1","2019-09-29 16:58","0","0","Think that what he says 😀","","","","1178458968265547776","https://twitter.com/RickyBahia1/status/1178458968265547776","😀"
"2lizzb","2019-09-29 16:58","0","0","wonderful weather we’re having 😀","","","","1178458945217802240","https://twitter.com/2lizzb/status/1178458945217802240","😀"
"DuthieLaura76","2019-09-29 16:57","0","4","Fantastic Jay, well done too. It's not easy to keep any format of positivity when dealing with life threatening illnesses. Just proves with outstanding support we can all find a way to cope somehow.   You 2 are amazing peeps 😀😀😀","","","","1178458936707620865","https://twitter.com/DuthieLaura76/status/1178458936707620865","😀 👍 ❤"
"ShauntrellLeaks","2019-09-29 16:57","0","1","Thanks for the RTs @jlpoober @krazy_4_kinder @i_teach_middles @yiyo71 😁😁😁😁","","@jlpoober @krazy_4_kinder @i_teach_middles @yiyo71","","1178458913181581312","https://twitter.com/ShauntrellLeaks/status/1178458913181581312","😁 😄 😃 😀"
"blackj232323","2019-09-29 16:57","0","1","Have a great week beautiful!! ☺️☺️☺️☺️☺️☺️☺️☺️","","","","1178458908295417856","https://twitter.com/blackj232323/status/1178458908295417856","☺️ 😍 😀 😘 🔥 🔥 🔥 ☀️"
"Ahmad__Snow","2019-09-29 16:57","0","1","Not a bad idea though😀","","","","1178458881019785217","https://twitter.com/Ahmad__Snow/status/1178458881019785217","😀"
"MJPMJP1","2019-09-29 16:57","0","0","Happy Birthday Ken & have a great season GO  @KenKalDRW & #LGRW ","","@KenKalDRW","#LGRW","1178458880281583616","https://twitter.com/MJPMJP1/status/1178458880281583616"," 😀 🎂 🎙 📻 🏒 🥅 🚨"
"linztolan","2019-09-29 16:57","0","1","don’t soak your gloves in denatured alcohol my hands were dyed for a week 😀😀 pic.twitter.com/p9k9sIFRr0","","","","1178458879090294785","https://twitter.com/linztolan/status/1178458879090294785","😀 👍🏼"
"ComiskeyDaniel","2019-09-29 16:57","0","31","Huge shout out to my amazing AP Macro students.  Almost 60% (49 kids) showed up for a test review on a Sunday!  So proud of you all for your dedication.  I know you’ll do great on your test tomorrow!!!💯💯💯💯💯💯💯💯💯","","","","1178458828620345345","https://twitter.com/ComiskeyDaniel/status/1178458828620345345","💯 😀 💯 😀 💯 😀 💯 😀 💯"
"SujanPoudel","2019-09-29 16:57","0","0","Best of luck 😀","","","","1178458813289992192","https://twitter.com/SujanPoudel/status/1178458813289992192","😀"
"BeatConstraints","2019-09-29 16:57","0","7","This is Tuba, my banner and guard, scared of the wind in #napavalley and snuggling on the couch with his mommy 😂😂😂😂 pic.twitter.com/7YOo06QfPI","","","#napavalley","1178458811650076672","https://twitter.com/BeatConstraints/status/1178458811650076672","😂 😂 😀 🐶"
"foxylass83","2019-09-29 16:57","0","0","Followed and RT 😀😀😀  @Superselena @lucylou87  @SuvaBeauty","","@Superselena @lucylou87 @SuvaBeauty","","1178458807166537734","https://twitter.com/foxylass83/status/1178458807166537734","😀 😎 ♥️"
"Kade2021","2019-09-29 16:57","0","0","What time is it coming out bc I habe school Tuesday!!!!!😔😔😔😔😔😔😔","","","","1178458800145227777","https://twitter.com/Kade2021/status/1178458800145227777","😔 😕 😀 😀 😀 😀 😀"
"DeryleDanielsJr","2019-09-29 16:57","0","0","There are better things in the world than mimosas... (and I'm not just talking about guac).    😀","","","","1178458790703828994","https://twitter.com/DeryleDanielsJr/status/1178458790703828994","😀"
"scottha39583788","2019-09-29 16:57","0","1","hello again @holler_lori @scottha39583788 here🇦🇺🇦🇺🇦🇺as a side note Lori as a kid my bedroom i decided i wanted to paint it purple dark purple lol not quite this shade but near enough too this..thank god i woke up to myself these days i'd never do that again..🇦🇺lol.....","","@holler_lori @scottha39583788","","1178458761280671744","https://twitter.com/scottha39583788/status/1178458761280671744","🇦🇺 🙂 ❤️ 😀"
"joshallanmpls","2019-09-29 16:57","0","0","Had to weed some of those out this very weekend... finny thing is, they think I need them 🤷‍♂️🤷‍♂️🤷‍♂️","","","","1178458752833478656","https://twitter.com/joshallanmpls/status/1178458752833478656","🤷‍♂️ 😀 😂"
"YTDN_","2019-09-29 16:57","0","0","ROADTRIP 😀 pic.twitter.com/y1Za1Vuc3W","","","","1178458751554248710","https://twitter.com/YTDN_/status/1178458751554248710","😀"
"SharonG40210896","2019-09-29 16:57","0","4","Thanx so much hon I look 4ward  2 that love u and everyone!x👍👍👍👍👍👍👍","","","","1178458738912563201","https://twitter.com/SharonG40210896/status/1178458738912563201","👍 😀 💕 💜 🙏 🍀 😘"
"Stephstephftp","2019-09-29 16:57","0","7","Finally got to meet @Jared_Carrabis with Tayla, Jack and Dom it was awesomeee 😀 great, humble guy!","","@Jared_Carrabis","","1178458730574286848","https://twitter.com/Stephstephftp/status/1178458730574286848","😀"
"wildace","2019-09-29 16:57","0","0","They don't develop mould while in the freezer? 😮  I need to try this!!! 😮","","","","1178458723506888705","https://twitter.com/wildace/status/1178458723506888705","😮 😀"
"maqsoodbaloch01","2019-09-29 16:57","0","1","Yes off course 😀","","","","1178458721715986433","https://twitter.com/maqsoodbaloch01/status/1178458721715986433","😀"
"Quaundry","2019-09-29 16:57","0","0","Do not worry. Your greatest source of info Jefani is a known liar. So include him as your source and you will laughing stock of yourself just as when Posobiec used Unicrock as a source. 😀😀😀😀😀😀","","","","1178458719404920834","https://twitter.com/Quaundry/status/1178458719404920834","😀 😀 😀 😀 😀 😀"
"bradaus","2019-09-29 16:57","0","0","New blog post https://www.bradsblog.org/batwoman-soars-onto-screens-starring-australias-ruby-rose … 😀. #blogger #bloggers https://www.instagram.com/p/B3A61hZpHCv/?igshid=1nooshdt7bz6d …","","","#blogger #bloggers","1178458712203235329","https://twitter.com/bradaus/status/1178458712203235329","😀"
"hermitlibrarian","2019-09-29 16:57","0","0","It's the extension she put on! 😀","","","","1178458704905158656","https://twitter.com/hermitlibrarian/status/1178458704905158656","😀"
"AnnaGar71182147","2019-09-29 16:57","0","2","Looking forward to seeing it your are an amazing actor Lou I love everything you do can't wait for Tommrow My Friend.😊😊😊😊","","","","1178458696021618688","https://twitter.com/AnnaGar71182147/status/1178458696021618688","😊 😀 😎 ❤"
"DanaDeeSaravia","2019-09-29 16:57","0","2","So VERY ready for @TheSimpsons!! So glad to be back on Evergreen Terrace for season 31 & counting 😀 #TheSimpsons #Best #SundayDinner #FamilyDinner #Love","","@TheSimpsons","#TheSimpsons #Best #SundayDinner #FamilyDinner #Love","1178458686144032773","https://twitter.com/DanaDeeSaravia/status/1178458686144032773","😀"
"KruminsAlex","2019-09-29 16:56","1","1","'Joker' spurs security precautions from the US Army and the Los Angeles police - CNN. Let’s group Joker & Juuls 2gether & ban the whole lot! 😀 https://apple.news/AdQdBpQKKTNiMR2bG75dTbQ …","","","","1178458669664440320","https://twitter.com/KruminsAlex/status/1178458669664440320","😀"
"Son_of_Michael","2019-09-29 16:56","0","0","😀😀😀😀 lazy dogs","","","","1178458608448741376","https://twitter.com/Son_of_Michael/status/1178458608448741376","😀 😀 😂 😀"
"MissBun21558830","2019-09-29 16:56","0","2","Mee lubz yur smile 😀 😀😀","","","","1178458607903547392","https://twitter.com/MissBun21558830/status/1178458607903547392","😀 💕 💋"
"OliviaC019","2019-09-29 16:56","0","0","Same. 😀😀😀","","","","1178458592338485248","https://twitter.com/OliviaC019/status/1178458592338485248","😀 👠 💃"
"fanxidols_","2019-09-29 16:56","0","1","las 2 hechas por mi😀😀 pic.twitter.com/f25ClvPsby","","","","1178458574659444736","https://twitter.com/fanxidols_/status/1178458574659444736","😀 💛"
"JohnsDriveInMTK","2019-09-29 16:56","0","0","How do you take your coffee?? With or without Oreos, or with Heath Bar Crunch 😀? Happy National Coffee Day! We’re here until 11pm if you still need to celebrate!  #johnsdrivein  #homemadeicecream  #coffeeicecream… https://www.instagram.com/p/B3A6xm4g4Zd/?igshid=mup9kmf2uj9y …","","","#johnsdrivein #homemadeicecream #coffeeicecream","1178458574521065472","https://twitter.com/JohnsDriveInMTK/status/1178458574521065472","😀"
"angeImoon","2019-09-29 16:56","0","1","well guess what 😀 i 😀 made it to ig larry stans 😀 beat that 😀 poo 😀","","","","1178458570033106946","https://twitter.com/angeImoon/status/1178458570033106946","😀 💅🏼 ❤️ 🗻 💩"
"rynelson2","2019-09-29 16:56","0","1","So glad you listened to your buddy😉😉","","","","1178458556867022848","https://twitter.com/rynelson2/status/1178458556867022848","😉 😀"
"bradaus","2019-09-29 16:56","2","2","New blog post https://www.bradsblog.org/batwoman-soars-onto-screens-starring-australias-ruby-rose … 😀. #blogger #blog https://www.instagram.com/p/B3A6vpAJaHM/?igshid=1csgpx3hwj6hy …","","","#blogger #blog","1178458529021206530","https://twitter.com/bradaus/status/1178458529021206530","😀"
"rosspearl","2019-09-29 16:56","0","1","I so love that you do 😀","","","","1178458526596902913","https://twitter.com/rosspearl/status/1178458526596902913","😀"
"HangBlaa","2019-09-29 16:56","0","1","Goodknight and sleep well.  😀😀😀","","","","1178458516136312833","https://twitter.com/HangBlaa/status/1178458516136312833","😀 😀 😀"
"thebangkokpost","2019-09-29 16:56","0","0","Not even close. Prunier, taiby,ralph milne, sorry ralph😀","","","","1178458499992473601","https://twitter.com/thebangkokpost/status/1178458499992473601","😀"
"blcksw4n","2019-09-29 16:56","0","0","forgot to crop dat😀","","","","1178458496213360640","https://twitter.com/blcksw4n/status/1178458496213360640","😀"
"dowelldon1","2019-09-29 16:56","0","2","Nice red bathing suit you have there John. 😀","","","","1178458454782021632","https://twitter.com/dowelldon1/status/1178458454782021632","😀"
"SuperGirl_Lang","2019-09-29 16:56","5","9","my mood today 😁  Good Morning ebribadi 😁  Start our day with GoodVibes 😁😁 pic.twitter.com/VcAq26rDBv","","","","1178458434368200704","https://twitter.com/SuperGirl_Lang/status/1178458434368200704","😁 😀 😊 😊"
"melinaram0s","2019-09-29 16:55","0","1","bro it hurts rly bad 😀","","","","1178458317766549504","https://twitter.com/melinaram0s/status/1178458317766549504","😀"
"superchic1986","2019-09-29 16:55","0","0","Once a asshole always a asshole😀","","","","1178458316776890371","https://twitter.com/superchic1986/status/1178458316776890371","😀"
"KateKa22","2019-09-29 16:55","1","56","Went out of my comfort zone to create a fun video today with the help of @ItzEv1l & others (who I will mention when the video is out). I am excited 😀😀.","","@ItzEv1l","","1178458299479379968","https://twitter.com/KateKa22/status/1178458299479379968","😀 ♥"
"consult_the_sky","2019-09-29 16:55","0","4","With that line-up of speakers, I don’t think you could go wrong. 😀","","","","1178458298174988293","https://twitter.com/consult_the_sky/status/1178458298174988293","😀"
"DanaOchocki","2019-09-29 16:55","0","1","Awesome!!! 😀 https://twitter.com/funder/status/1178350599185797123 …","","","","1178458290981933057","https://twitter.com/DanaOchocki/status/1178458290981933057","😀"
"Leslie5612","2019-09-29 16:55","0","2","Safe travels  can’t wait for #MB20in2020.. been a fan since 1996.. will be my 1st time seeing them 😀","","","#MB20in2020","1178458270459019264","https://twitter.com/Leslie5612/status/1178458270459019264","😀"
"Kindhearted2015","2019-09-29 16:55","0","0","Done 😀","","","","1178458268735283208","https://twitter.com/Kindhearted2015/status/1178458268735283208","😀"
"Strongeaspoop","2019-09-29 16:55","0","1","Oh, it looks like somebody might have gotten into the wine a little early, not that there is anything wrong with that. 😀😀😀","","","","1178458266352967680","https://twitter.com/Strongeaspoop/status/1178458266352967680","😀 😀 😀"
"bart_oklahoma_","2019-09-29 16:55","0","7","Go back in Wal-Mart and buy the essentials😀 pic.twitter.com/NJhqFkmiVE","","","","1178458253052841990","https://twitter.com/bart_oklahoma_/status/1178458253052841990","😀"
"cbruerthe1","2019-09-29 16:55","0","0","Yea it's almost game time 😀 https://twitter.com/SNFonNBC/status/1178430399594278912 …","","","","1178458247692521472","https://twitter.com/cbruerthe1/status/1178458247692521472","😀"
"Lady_So_Devine","2019-09-29 16:55","0","0","Love this so much! Thanks for the reminder 😀","","","","1178458225424965632","https://twitter.com/Lady_So_Devine/status/1178458225424965632","😀"
"RFarr613","2019-09-29 16:55","0","1","So is this a good thing if you're on a low carb diet? 😏😏","","","","1178458210732249095","https://twitter.com/RFarr613/status/1178458210732249095","😏 😀"
"jrenfro99","2019-09-29 16:55","0","1","Mocha anything! 😀","","","","1178458209931186177","https://twitter.com/jrenfro99/status/1178458209931186177","😀"
"rynelson2","2019-09-29 16:55","0","0","So cute😀","","","","1178458203626954753","https://twitter.com/rynelson2/status/1178458203626954753","😀"
"BJ_Stew","2019-09-29 16:55","0","2","You’re right, America’s team is in first place 😀 pic.twitter.com/UdDZfIeZDV","","","","1178458194508763137","https://twitter.com/BJ_Stew/status/1178458194508763137","😀"
"BigERIC02","2019-09-29 16:54","1","0","The things we say 😀😀 pic.twitter.com/SZPSyNcUcF","","","","1178458175357374464","https://twitter.com/BigERIC02/status/1178458175357374464","😀 😀"
"AGoldFan","2019-09-29 16:54","0","1","I don’t know how you do it. You ARE talented, however 😀","","","","1178458154822189056","https://twitter.com/AGoldFan/status/1178458154822189056","😀"
"TehBreezy1","2019-09-29 16:54","0","0","Welcome back! 😀","","","","1178458153773670403","https://twitter.com/TehBreezy1/status/1178458153773670403","😀"
"VEcholsWFTV","2019-09-29 16:54","0","1","And I have heard of Heflin! 😀 I’ll tell @BrianWFTV what you said. 😀","","@BrianWFTV","","1178458152318242816","https://twitter.com/VEcholsWFTV/status/1178458152318242816","😀 😀"
"SandraEgeland_","2019-09-29 16:54","0","0","Found my client's a home!!!!!!!😀  Such a great feeling and so much fun!!","","","","1178458129081798656","https://twitter.com/SandraEgeland_/status/1178458129081798656","😀"
"Barbie892","2019-09-29 16:54","0","0","Tweets threaded correctly...he’s dictating and someone else is typing. But the fear and desperation are downright delicious 😀 https://twitter.com/realDonaldTrump/status/1178442759499370496 …","","","","1178458124912447488","https://twitter.com/Barbie892/status/1178458124912447488","😀"
"Rojo67188483","2019-09-29 16:54","0","1","Matic scam😀😀😀😀","","","","1178458058802024448","https://twitter.com/Rojo67188483/status/1178458058802024448","😀 😀 😀 😗"
"hotwheelsatm","2019-09-29 16:54","0","2","Hi,@KellyClarkson, Happy Sunday to you, I loved the movie, UglyDolls, such a cute movie, I absolutely love your music your voice, and your talk show🙂. Your awesome🙂🙂🙂🙂🙂","","@KellyClarkson","","1178458028196220929","https://twitter.com/hotwheelsatm/status/1178458028196220929","🙂 🙂 😀 😊 ❤️ ❤️"
"rynelson2","2019-09-29 16:54","0","0","Oh my this is the cutest 😀","","","","1178458004556894208","https://twitter.com/rynelson2/status/1178458004556894208","😀"
"dhspeller","2019-09-29 16:54","0","0","See... this is why I like .@SenSanders ... He goes straight to the heart of the matter... 😒...and they call grumpy and brash....😒 I KNOW!!!!😒😒 ...that's why I'm voting for him!!!! #BernieSanders2020https://twitter.com/BernieSanders/status/1178350443212214272 …","","@SenSanders","#BernieSanders2020https","1178457992129388544","https://twitter.com/dhspeller/status/1178457992129388544","😒 😏 😁 😀"
"Sh00t_4_theMoon","2019-09-29 16:54","0","0","Thank you! What a fun time we all had. Enjoy your evening! 😀","","","","1178457978220904448","https://twitter.com/Sh00t_4_theMoon/status/1178457978220904448","😀"
"beetlemuse","2019-09-29 16:53","0","0","Thanks! Stay tuned! 😀 https://twitter.com/Kathy_Fraggle/status/1178412474556715010 …","","","","1178457923581808653","https://twitter.com/beetlemuse/status/1178457923581808653","😀"
"LPinraus","2019-09-29 16:53","0","2","out out out😄😄😄😄😄😄😄😄😄","","","","1178457901469437957","https://twitter.com/LPinraus/status/1178457901469437957","😄 😀 😄 😊 😯 😊 😐 😆 😎"
"SecretScout2020","2019-09-29 16:53","0","1","I already do know how very sexy you are RED, and you are giving it full confirmation in this picture! 😀😀😀😀😀😀","","","","1178457898114015234","https://twitter.com/SecretScout2020/status/1178457898114015234","😀 😍 🔥 💋 💋 💋"
"Kalli81133014","2019-09-29 16:53","0","0","#playwhatami @1035fmradio1 pls follow me!!😀 love you","","@1035fmradio1","#playwhatami","1178457857961816064","https://twitter.com/Kalli81133014/status/1178457857961816064","😀"
"SharonG40210896","2019-09-29 16:53","0","4","anyway hons time 4 me 2 say goodnight!x love u all and our beautiful angel in the sky!x sweet dreams and c u 2mmorow hopefully !x👍👍👍👍👍👍👍👍👍👍 pic.twitter.com/P9MF8AKEwH","","","","1178457828400549888","https://twitter.com/SharonG40210896/status/1178457828400549888","👍 😀 😴 🌟 🌙 💕 💜 🙏 🍀 🙏"
"rene_twilight","2019-09-29 16:53","0","2","Exactly my thoughts Atty!!! The forefront of such hypocricy is non other than....tada!!! ""Nakababahala""😀","","","","1178457756858122240","https://twitter.com/rene_twilight/status/1178457756858122240","😀"
"2MyQuietPlace","2019-09-29 16:53","0","2","Hey, Projector in Chief.  The ""do nothing"" Democrats, as you call them, are preparing to #impeach you. 😀  They've been very busy. So has our IC & your future prosecutor...VERY BUSY.  You play golf & romance dictators. @GOP","","@GOP","#impeach","1178457753662218245","https://twitter.com/2MyQuietPlace/status/1178457753662218245","😀"
"InSyncOnline","2019-09-29 16:53","0","0","We were taken care of by an InSync Nurse! 😀 https://hubs.ly/H0ktw390  #nurse #nursing #nurselife #nursepractitioner #instanursing #aprn #nursesrock #nurselife #insyncnursing #insync #travelnursing #travelnurse #rnjobs #rn #lpn #nursejobspic.twitter.com/uPJ5A4ZzXx","","","#nurse #nursing #nurselife #nursepractitioner #instanursing #aprn #nursesrock #nurselife #insyncnursing #insync #travelnursing #travelnurse #rnjobs #rn #lpn #nursejobspic","1178457751057522688","https://twitter.com/InSyncOnline/status/1178457751057522688","😀"
"Thierry62937619","2019-09-29 16:53","6","13","I like this new Heartland episode a lot. Down to earth with real problems and love. Definitely loved the ending 😀@HeartlandOnCBC @CBC #iloveheartland","","@HeartlandOnCBC @CBC","#iloveheartland","1178457727326130176","https://twitter.com/Thierry62937619/status/1178457727326130176","😀"
"FloydAr40884928","2019-09-29 16:53","0","2","Was waiting for Jolly.😀","","","","1178457723148603392","https://twitter.com/FloydAr40884928/status/1178457723148603392","😀"
"TigerTae71","2019-09-29 16:52","0","0","My son did exactly the same 😀","","","","1178457668006141952","https://twitter.com/TigerTae71/status/1178457668006141952","😀"
"ampersine","2019-09-29 16:52","0","3","I give it about 5 minutes before someone accuses you of committing treason because you're tweeting from a foreign country 😀","","","","1178457664554196992","https://twitter.com/ampersine/status/1178457664554196992","😀"
"yourmomgenes","2019-09-29 16:52","0","0","@jmadlin001 just sent you an email.  I’m doing a deep dive on my great grandmother and may need your expertise 😀","","@jmadlin001","","1178457641665912837","https://twitter.com/yourmomgenes/status/1178457641665912837","😀"
"MzPoliTweetz","2019-09-29 16:52","0","2","Yes, you keep an eye out. Meanwhile, I'm going to try to figure out how to turn myself into deep throat and get an investigation started by @EducationFL so I can then hand over the story to Scott 😏 I also better think of a better code name then deep throat 😏😏😏😏","","@EducationFL","","1178457602704990208","https://twitter.com/MzPoliTweetz/status/1178457602704990208","😏 😀 😁 😂 🤣"
"Badshahh007","2019-09-29 16:52","0","1","Its ok... 😀","","","","1178457584300261376","https://twitter.com/Badshahh007/status/1178457584300261376","😀"
"PITBULL1971","2019-09-29 16:52","0","0","Neither of you will ever be president 😀","","","","1178457579179122688","https://twitter.com/PITBULL1971/status/1178457579179122688","😀"
"JustinMorrisTT1","2019-09-29 16:52","0","5","Lucky to work with some pretty cool athletes as @MNDMTTRScoach 👍. Always inspiring when they tick off big goals 👍, saw Tassie local  @GoodsellJames conquer 8896m of elevation gain 👍 up & down the brutal Summerleas Rd in Hobart yesterday 👍👍. #everestingpic.twitter.com/KttUSsh9rv","","@MNDMTTRScoach @GoodsellJames","#everestingpic","1178457545477742592","https://twitter.com/JustinMorrisTT1/status/1178457545477742592","👍 😀 🏔 💪 💪"
"Comms301B","2019-09-29 16:52","0","0","Sup, You are so great and amazing~  Next week is going to be amazing.  Talk to you Later~😀","","","","1178457525139771393","https://twitter.com/Comms301B/status/1178457525139771393","😀"
"kimberley1976","2019-09-29 16:52","1","1","Oh yea he is. He’s the guy you would want to take home to meet your parents 😀","","","","1178457519162904576","https://twitter.com/kimberley1976/status/1178457519162904576","😀"
"garoshadowscale","2019-09-29 16:52","0","0","Happy birthday to him! 😀","","","","1178457498442964992","https://twitter.com/garoshadowscale/status/1178457498442964992","😀"
"bobbi_Reno","2019-09-29 16:52","0","2","Thank you for sharing 😀I wish I could catch him live sometime😀 https://twitter.com/karell920/status/1177684940336451584 …","","","","1178457457166868480","https://twitter.com/bobbi_Reno/status/1178457457166868480","😀 🤗"
"ktkelly14","2019-09-29 16:52","0","4","Is this a drop-in kind of meet up? Maybe @lester_laminack and I can come after our book signing! 😀","","@lester_laminack","","1178457449172525056","https://twitter.com/ktkelly14/status/1178457449172525056","😀"
"MJPMJP1","2019-09-29 16:51","0","1","Win or lose GO Tigers always a fan Cya next season! #MotorOn 😀😀😀😀","","","#MotorOn","1178457427206914049","https://twitter.com/MJPMJP1/status/1178457427206914049","😀 🐯 ⚾ 👍"
"LindaEdwardsi","2019-09-29 16:51","0","3","A3 Having a good sense of humour is important 😀 we all need to laugh 😀 #teachpos","","","#teachpos","1178457418931560450","https://twitter.com/LindaEdwardsi/status/1178457418931560450","😀 😂"
"Tasha79117091","2019-09-29 16:51","0","0","I❤U GUYS and I'm going to your concert in November the 26th YAAAY❤ #PlayWhatAmI @MixxFM","","@MixxFM","#PlayWhatAmI","1178457379769184256","https://twitter.com/Tasha79117091/status/1178457379769184256","❤ 😀"
"Tashasmurf25","2019-09-29 16:51","0","0","@GoldenKnights Can’t believe we’re actually here!!! #VegasBorn  @MarkkA22pic.twitter.com/xYKHdN1pjn","","@GoldenKnights @MarkkA22pic","#VegasBorn","1178457361612017665","https://twitter.com/Tashasmurf25/status/1178457361612017665"," 🏒 🥅 😀 😀 😀 😀"
"BCESchott","2019-09-29 16:51","0","2","Here’s our Bobcat of the Week! He’s sitting in the King Chair. He was proactive and took responsibility for himself and the order he should do his work last week. He also was helping others ! I noticed! Love his smile! 😀😀😀Great job Jonathan!#Superschotts @BCESchottpic.twitter.com/7dqYyTRYel","","@BCESchottpic","#Superschotts","1178457356629417984","https://twitter.com/BCESchott/status/1178457356629417984","😀 👏🏻 😁"
"mirajay11","2019-09-29 16:51","0","0","And thats the tea😀","","","","1178457341387268097","https://twitter.com/mirajay11/status/1178457341387268097","😀"
"1NWAJAJAJA","2019-09-29 16:51","0","2","A MF WILL watch u spend yo entirely whole bank account for a smile 😀","","","","1178457329433485322","https://twitter.com/1NWAJAJAJA/status/1178457329433485322","😀"
"Blahblah051","2019-09-29 16:51","0","0","Thank you 😀😀😀😀😀😀😀😀😀😀","","","","1178457309061582848","https://twitter.com/Blahblah051/status/1178457309061582848","😀 👍 😀 👍 😀 👍 😀 👍 😀 👍"
"Mide_BOF","2019-09-29 16:51","0","1","Inconsistent with a tiny bit of 'no initiative' 😀","","","","1178457301549748225","https://twitter.com/Mide_BOF/status/1178457301549748225","😀"
"YEOCHANEL","2019-09-29 16:51","0","0","I W I L L FIGHT HIM😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀pic.twitter.com/tD36kNw7rs","","","","1178457300928995331","https://twitter.com/YEOCHANEL/status/1178457300928995331","😀 😀 😀 😀 😀 😀 😀 😀 😀 😀 😀 😀 😀 😀 😀"
"Eder96719675","2019-09-29 16:51","0","1","hay que tener paciencia brothers😀","","","","1178457281798791168","https://twitter.com/Eder96719675/status/1178457281798791168","😀"
"linovore","2019-09-29 16:51","0","0","let’s hope they change that part 😀","","","","1178457248990932993","https://twitter.com/linovore/status/1178457248990932993","😀"
